,ECO_Code,Opening,Moves
1413,B72,"Nottingham Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. Nb3
1414,B73,B73,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. O-O
1415,B73,"Zollner Gambit, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. O-O O-O 9. f4 Qb6
1416,B74,B74,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. O-O O-O 9. Nb3
1417,B74,"Alekhine Line, Sicilian Dragon",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. O-O O-O 9. Nb3 a5
1418,B74,"Maroczy Line, Sicilian Dragon",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. O-O O-O 9. Nb3 Be6 10. f4 Na5
1419,B74,"Tartakower Line, Sicilian Dragon",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. O-O O-O 9. Nb3 Be6 10. f4 Qc8
1420,B72,"Amsterdam (Battery) Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. Qd2
1421,B72,"Grigoriev Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. Be2 Nc6 8. Qd2 O-O 9. O-O-O
1422,B75,B75,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3
1423,B76,"Yugoslav Attack, Sicilian Dragon; B76",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O
1424,B77,B77,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4
1425,B78,B78,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O
1426,B79,B79,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Bd7 10. O-O-O Qa5
1427,B77,"Sosonko Variation, Sicilian Dragon",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Nd7
1428,B77,"Czerniak Variation, Sicilian Dragon",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. Bc4 Nxd4 10. Bxe4
1429,B76,"Panov Variation, Sicilian Dragon",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. g4
1430,B71,"Levenfish Variation, Sicilian; B71",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. f4
1431,B70,"Fianchetto Variation, Sicilian Dragon",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. g3
1432,B56,"Classical Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6
1433,B57,"Sozin; Velimirovic Attack, Sicilian; B57",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4
1434,B57,"Anti-Sozin Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4 Qb6
1435,B56,"Yates Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bd3
1436,B58,B58,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be2
1437,B58,"Boleslavsky Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be2 e5
1438,B59,B59,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be2 e5 7. Nb3
1439,B58,"Louma Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be2 e5 7. Nxc6
1440,B60,"Richter-Rauzer Variation, Sicilian; B60",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5
1441,B62,B62,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6
1442,B62,"Margate (Vitolins) Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Bb5
1443,B62,"Podebrady Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Nb3
1444,B62,"Exchange Variation, Richter-Rauzer Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Nxc6
1445,B63,"Rauzer Variation, Sicilian; B63",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2
1446,B66,B66,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 a6
1447,B67,B67,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7
1448,B68,B68,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7 9. f4 Be7
1449,B69,B69,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 a6 8. O-O-O Bd7 9. f4 Be7 10. Nf3 b5 11. Bxf6
1450,B64,B64,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4
1451,B65,B65,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Be7 8. O-O-O O-O 9. f4 Nxd4 10. Qxd4
1452,B63,"Ivanov Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 e6 7. Qd2 Qb6
1453,B60,"Dragon Variation, Richter-Rauzer Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5 g6
1454,B58,"Fianchetto Variation, Richter-Rauzer Sicilizn",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. g3
1455,B56,"Spielmann Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Nde2
1456,B61,B61,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Qd2
1457,B53,"Chekhover Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4
1458,B53,"Zaitsev Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4 Nc6 5. Bb5 Qd7
1459,B53,"Lazy Knight Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 Nd7
1460,B53,"Cortlever Variation, Sicilian",1. e4 c5 2. Nf3 d6 3. d4 Nf6 4. dxc5 Nxe4 5. cxd6
1461,B50,"Kotov Gambit, Sicilian",1. e4 c5 2. Nf3 d6 3. g3 b5
1462,B27,"Jalalabad Variation, Sicilian",1. e4 c5 2. Nf3 e5
1463,B40,"French Variation, Sicilian; B40",1. e4 c5 2. Nf3 e6
1464,B40,"Wing Gambit Deferred, Sicilian",1. e4 c5 2. Nf3 e6 3. b4
1465,B40,"Kramnik Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. c4
1466,B41,B41,1. e4 c5 2. Nf3 e6 3. d4
1467,B41,"Accelerated Wimpy Variation, Sic",1. e4 c5 2. Nf3 e6 3. d4 cxd4
1468,B41,"Paulsen; Kan Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6
1469,B42,B42,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3
1470,B42,"Polugaevsky Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Bc5
1471,B42,"Swiss Cheese Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 g6
1472,B41,"Reti Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4
1473,B41,"Hedgehog Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 g6
1474,B41,"Bronstein Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6
1475,B43,B43,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3
1476,B44,"Taimanov; Bastrikov, Paulsen Variation, Sicilian; B44",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6
1477,B44,"Szen Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5
1478,B44,"Gary Gambit, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 d5
1479,B45,B45,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3
1480,B46,B46,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 a6
1481,B46,"Taimanov Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 a6 6. Be2 Nge7
1482,B45,"Paulsen Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Ndb5 Bb4
1483,B45,"American Attack, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Ndb5 Bb4 7. Nd6+
1484,B47,"Bastrikov Variation, Sicilian; B47",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7
1485,B48,B48,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3
1486,B49,B49,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Be2
1487,B47,"Ponomariov Gambit, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3 a6 8. Bb6
1488,B41,"Anderssen; Counterattack Var, Sic",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6
1489,B41,Pin Variation; Sicilian CounterAttack,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4
1490,B41,"Jaffe Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3 e5
1491,B41,"Koch Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. e5
1492,B45,"Four Knights Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6
1493,B45,"Cobra Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Ndb5 Bc5
1494,B40,"Gaw-Paw Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Qb6
1495,B40,"Kveinis Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Qb6
1496,B41,"Marshall Variation, Sicilian",1. e4 c5 2. Nf3 e6 3. d4 d5
1497,B27,"Brussels Gambit, Sicilian",1. e4 c5 2. Nf3 f5
1498,B27,"Double-Dutch Gambit, Sicilian",1. e4 c5 2. Nf3 f5 3. exf5 Nh6
1499,B27,"Hyperaccelerated Dragon, Sicilian",1. e4 c5 2. Nf3 g6
1500,B27,"Action Extension, Sicilian",1. e4 c5 2. Nf3 g6 3. c4 Bh6
1501,B27,"Hyperaccelerated Pterodactyl, Sic",1. e4 c5 2. Nf3 g6 3. d4 Bg7
1502,B27,"Frederico Variation, Sicilian",1. e4 c5 2. Nf3 g6 3. d4 f5
1503,B27,Sicilian Fred,1. e4 c5 2. Nf3 g6 3. d4 f5
1504,B27,"Buecker Variation, Sicilian",1. e4 c5 2. Nf3 h6
1505,B30,Old Sicilian,1. e4 c5 2. Nf3 Nc6
1506,B30,"Rossolimo (Nezmetdinov) Variation, Sicilian; B30",1. e4 c5 2. Nf3 Nc6 3. Bb5
1507,B31,B31,1. e4 c5 2. Nf3 Nc6 3. Bb5 g6
1508,B31,"Gufeld Gambit, Sicilian",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 e5 6. d4
1509,B31,"Lutikov Gambit, Sicilian",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4
1510,B31,"Gurgenidze Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 e5 6. b4
1511,B31,"San Francisco Gambit, Sicilian",1. e4 c5 2. Nf3 Nc6 3. Bb5 Na5 4. b4
1512,B32,B32,1. e4 c5 2. Nf3 Nc6 3. d4
1513,B32,"Nimzovich Variation, Sicilian; Nimzo-American Variation",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5
1514,B32,"Bourdonnais; Lowenthal Var, Sic",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5
1515,B32,"Kalashnikov Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6
1516,B34,Accelerated Dragon; Fianchetto Var; B34,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6
1517,B36,"Maroczy Bind, Sicilian; B36",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4
1518,B37,B37,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7
1519,B38,B38,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3
1520,B39,"Breyer Variation, Sicilian; B39",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3 Nf6 7. Nc3 Ng4
1521,B36,"Gurgenidze Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Nf6 6. Nc3 Nxd4 7. Qxd4 d6
1522,B35,B35,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Be3 Nf6 7. Bc4
1523,B33,B33,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6
1524,B33,"Four Knights Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3
1525,B33,"Lasker-Pelikan Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5
1526,B33,"Pelikan Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6
1527,B33,"Chelyabinsk Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5
1528,B33,"Sveshnikov Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 f5
1529,B33,"Bird Variation, Siclian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 Be6
1530,B32,"Retreat Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nf3
1531,B32,"Godiva Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qb6
1532,B32,"Flohr Variation, Sicilian",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qc7
1533,B29,"Nimzovich; Rubinstein Var, Sicilian; B29",1. e4 c5 2. Nf3 Nf6
1534,B29,"Advance Variation, Sicilian",1. e4 c5 2. Nf3 Nf6 3. e5
1535,B27,"Mongoose Variation, Sicilian",1. e4 c5 2. Nf3 Qa5
1536,B27,"Althouse; Stiletto Variation, Sicilian",1. e4 c5 2. Nf3 Qa5
1537,B27,"Accelerated Paulsen, Sicilian",1. e4 c5 2. Nf3 Qc7
1538,B27,"Quinteros Variation, Sicilian",1. e4 c5 2. Nf3 Qc7
1539,B20,"Brick Variation, Sicilian",1. e4 c5 2. Nh3
1540,B10,Caro-Kann Defense; B10,1. e4 c6
1541,B10,"Hillbilly Attack, Caro-Kann",1. e4 c6 2. Bc4
1542,B10,"Modern; English Variation, Accelerated Panov; Caro-Kann",1. e4 c6 2. c4
1543,B10,"Breyer Variation, Caro-Kann",1. e4 c6 2. d3
1544,B10,"Stein Attack, Caro-Kann",1. e4 c6 2. d3 d5 3. Nd2 g6 4. g3 Bg7 5. Bg2 e5 6. Ngf3 Ne7 7. O-O O-O 8. b4
1545,B12,B12,1. e4 c6 2. d4
1546,B12,"Landau Gambit, Caro-Kann",1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6
1547,B12,"Mieses Gambit, Caro",1. e4 c6 2. d4 d5 3. Be3
1548,B12,"Diemer-Duhm Gambit, Caro",1. e4 c6 2. d4 d5 3. c4
1549,B12,"Advance Variation, Caro",1. e4 c6 2. d4 d5 3. e5
1550,B12,"Prins Attack, Caro-Kann",1. e4 c6 2. d4 d5 3. e5 Bf5 4. b4
1551,B12,"Bayonet Variation, Caro",1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4
1552,B12,"Tal Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4
1553,B12,"Van der Wiel Attack, Caro-Kann",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3
1554,B12,"Dreyev Defense, Caro-Kann",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 Qb6
1555,B12,"Bronstein Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Ne2
1556,B12,"Short Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3
1557,B12,"Botvinnik-Carls Defense, Caro-Kann",1. e4 c6 2. d4 d5 3. e5 c5
1558,B13,"Exchange Variation, Caro; B13",1. e4 c6 2. d4 d5 3. exd5
1559,B13,"Rubinstein Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. exd5 cxd3 4. Bd3 Nc6 5. c3 Nf6 6. Bf4
1560,B13,Panov-Botvinnik; Gunderam Attack,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4
1561,B14,B14,1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3
1562,B14,"Carlsbad Line, Caro-Kann",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 e6
1563,B14,"Czerniak Line, Caro-Kann",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qa5
1564,B14,"Reifir-Spielmann Line, Caro-Kann",1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qb6
1565,B12,"Maroczy Variation, Caro",1. e4 c6 2. d4 d5 3. f3
1566,B12,"Fantasy; Lilienfisch Variation, Caro",1. e4 c6 2. d4 d5 3. f3
1567,B12,"Maroczy Gambit, Caro-Kann",1. e4 c6 2. d4 d5 3. f3 dxe4 4. fxe4 e5 5. Nf3 exd4 6. Bc4
1568,B15,B15,1. e4 c6 2. d4 d5 3. Nc3
1569,B15,"Gurgenidze Variation, Caro",1. e4 c6 2. d4 d5 3. Nc3 b5
1570,B15,"Von Hennig Gambit, Caro",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Bc4
1571,B15,"Milner-Barry Gambit, Caro; Rasa-Studier Gambit",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. f3
1572,B18,"Classical Variation, Caro; B18",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5
1573,B19,B19,1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3
1574,B19,"Seirawan Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. e5 Bh7 9. Bd3 Bxd3 10. Qxd3
1575,B18,"Flohr Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. Nh3
1576,B16,"Finnish Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 h6
1577,B17,"Karpov Variation, Caro-Kann; B17",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7
1578,B17,"Smyslov Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Ng5 e6 7. Qe2 Nb6
1579,B17,"Tiviakov-Fischer Attack, Caro-Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Nxf6+ Nxf6
1580,B17,"Kasparov Attack, Caro-Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Nf3 Ngf6 6. Ng3
1581,B17,"Ivanchuk Defense, Caro Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nd7 5. Ng5 Ndf6
1582,B15,"Knight Variation, Caro",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6
1583,B15,"Tarrasch (Alekhine) Gambit, Caro",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Bd3
1584,B15,"Tartakower Variation, Caro",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6
1585,B15,"Forgacs Variation, Caro Kann",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4
1586,B16,"Nimzovich; Bronstein-Larsen, Caro; B16",1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ gxf6
1587,B15,"Gurgenidze System, Caro-Kann",1. e4 c6 2. d4 d5 3. Nc3 g6
1588,B15,"Gurgenidze Variation, Caro",1. e4 c6 2. d4 d5 3. Nc3 g6 4. e5 Bg7 5. f4 h5
1589,B15,"Campomanes Attack, Caro",1. e4 c6 2. d4 d5 3. Nc3 Nf6
1590,B12,"Modern Variation, Caro-Kann",1. e4 c6 2. d4 d5 3. Nd2
1591,B12,New Caro-Kann,1. e4 c6 2. d4 d5 3. Nd2 g6
1592,B12,"Edinburgh Variation, Caro",1. e4 c6 2. d4 d5 3. Nd2 Qb6
1593,B12,"Ulysses Gambit, Caro",1. e4 c6 2. d4 d5 3. Nf3 dxe4 4. Ng5
1594,B10,"Massachussets Defense, Caro-Kann",1. e4 c6 2. d4 f5
1595,B12,"De Bruycker Defense, Caro",1. e4 c6 2. d4 Na6
1596,B10,"Masi Variation, Caro-Kann",1. e4 c6 2. d4 Nf6
1597,B11,B11,1. e4 c6 2. Nc3
1598,B10,"Scorpion-Horus Gambit, Caro-Kann",1. e4 c6 2. Nc3 d5 3. d3 dxe4 4. Bg5
1599,B11,"Two Knights Attack, Caro Kann",1. e4 c6 2. Nc3 d5 3. Nf3
1600,B11,"Mindeno Variation, Caro-Kann",1. e4 c6 2. Nc3 d5 3. Nf3 Bg4
1601,B11,"Retreat Line, Mindeno Variation, Caro-Kann",1. e4 c6 2. Nc3 d5 3. Nf3 Bg4 4. h3 Bh5
1602,B12,"Hector Gambit, Caro",1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Ng5
1603,B10,"Goldman Variation, Caro",1. e4 c6 2. Nc3 d5 3. Qf3
1604,B10,"Two Knights Variation, Caro",1. e4 c6 2. Nf3 d5 3. Nc3
1605,B01,Center Counter; Scandanavian; B01,1. e4 d5
1606,B01,"Zilbermints Gambit, Center Counter",1. e4 d5 2. b4
1607,B01,"Blackbunre-Kloosterboer Gambit, Center Counter",1. e4 d5 2. exd5 c6 3. dxc6 e5
1608,B01,"Atkinson (Kloosterboer) Variation, Center Counter",1. e4 d5 2. exd5 c6 3. dxc6 e5
1609,B01,"Blackburne Gambit, Center Counter",1. e4 d5 2. exd5 c6 3. dxc6 Nxc6
1610,B01,"Boehnke Gambit, Center Counter",1. e4 d5 2. exd5 e5
1611,B01,"Boehnke Gambit Accepted, Center Counter",1. e4 d5 2. exd5 e5 3. dxe6 Bxe6
